"log_Gamma","ATT_LB","SE_LB","SE.Boot_LB","ATT_UB","SE_UB","SE.Boot_UB"
0.77,-2.5137642085052,0.123009705150617,0.15956999433596,0.539991474753969,0.133448207738679,0.130693971019476
0.78,-2.53520515644403,0.123581572230075,0.152366504678804,0.556658762692129,0.133780318807063,0.135361811300243
0.79,-2.55742396684871,0.123899253378688,0.162075225847756,0.573796840130695,0.134284465582886,0.139822978300682
0.8,-2.58343117634417,0.124390051134044,0.157931013627562,0.59219559986167,0.134550993854618,0.136623053269776
0.81,-2.60477105966532,0.12468868991334,0.157552835654244,0.610251702214362,0.135294953802953,0.135952535938875
0.82,-2.62673422692973,0.125359143456035,0.152031980205734,0.630087095388474,0.135823818925449,0.136486811224661
0.83,-2.64492674977847,0.12578826414885,0.160535824350365,0.647390566884502,0.136423211579622,0.139643341190425
0.84,-2.66696458121176,0.126317589510526,0.167369450082856,0.665828650758667,0.13680015435542,0.139084744352134
0.85,-2.69098269285913,0.126903087402108,0.165847648119419,0.682200668940766,0.137439329166049,0.143452049740754
0.86,-2.71338550040895,0.127358570996488,0.163123137251543,0.698514969080675,0.137978905005492,0.140735408843694
0.87,-2.73433586822747,0.12772206946528,0.162007892713834,0.717054694310849,0.138301535991542,0.133957574678799
0.88,-2.7568618838077,0.128452307455692,0.159432766561474,0.733174098216377,0.138666047701051,0.143622979957945
0.89,-2.77477103061836,0.128990826905718,0.172446178100137,0.752812729681073,0.139232998700203,0.142098815388222
0.9,-2.79687863517041,0.12953747156043,0.17216079411572,0.77006231332494,0.139954386840763,0.145142322682775
0.91,-2.82269507943853,0.130292690879847,0.161938182725717,0.786190783298126,0.140560863700506,0.142541373748812
0.92,-2.84422891303765,0.13074931094635,0.171983203618663,0.801245903702525,0.140856763856419,0.145692467006244
0.93,-2.86505464315971,0.131558886885485,0.168572960264669,0.817802231651216,0.14111528494812,0.145115184821089
0.94,-2.88625097404857,0.132032926064352,0.172430038410949,0.836364258992163,0.141572142369958,0.146228311260529
0.95,-2.90565080776353,0.13244236728403,0.168448938668968,0.857227684246269,0.141767607344745,0.146673060100188
0.96,-2.92776213414575,0.133297302689213,0.173484542801711,0.872835943726688,0.142561375165783,0.145221595339531
0.97,-2.95358171164228,0.133880510298026,0.171965779830618,0.89037994014064,0.142556510402984,0.1436363696341
0.98,-2.97627275881555,0.134316404368677,0.166834525925729,0.907062908536574,0.142729904568234,0.14217710376425
0.99,-2.99501638394943,0.135020658452105,0.171487148163605,0.923920313171551,0.142720915967429,0.145392572542092
1,-3.01488399374051,0.135514543456222,0.178227640063253,0.94251887403474,0.143243593286198,0.145093444010142
0,-0.949340840029962,0.118383514704247,0.124977269219438,-0.949340840029962,0.118383514704247,0.128839665172364
0.01,-0.968838301170789,0.118420155231966,0.126113557412357,-0.929888785890508,0.11835358658627,0.122817103833798
0.02,-0.988290383914555,0.118459649510852,0.12047743078278,-0.910469171370952,0.118328044820068,0.126904817416313
0.03,-1.00780017001665,0.118507203590423,0.127360514358027,-0.891046648078022,0.11831025493419,0.124121003644141
0.04,-1.02750354568243,0.118561341908634,0.124936672218275,-0.87164123450119,0.1183101646347,0.118882279630944
0.05,-1.04720972179718,0.11860801248678,0.125050942153509,-0.852291005333384,0.118291597615708,0.123076738893326
0.06,-1.06684427492351,0.118678339774856,0.129153191928525,-0.833004456428243,0.1183050229404,0.122824160107378
0.07,-1.08636394044317,0.118736748921616,0.129421178923917,-0.813388948100618,0.118294355322141,0.122351795061145
0.08,-1.10621145018616,0.118803973118645,0.125008679594456,-0.794055863159753,0.118288929044372,0.120183987898878
0.09,-1.12612265382306,0.118879166658778,0.121916252930326,-0.774910893749906,0.118355669970161,0.124762209355375
0.1,-1.14629864993509,0.11897047661771,0.125098642151712,-0.755551950813849,0.118364888491166,0.123348436525508
0.11,-1.16586074732833,0.119037186426376,0.127390221293972,-0.736128877668899,0.118399454632633,0.121490294727579
0.12,-1.18592839714214,0.119121391071511,0.125797321249629,-0.71652108678473,0.118425893647271,0.121851318119526
0.13,-1.20582707177582,0.119190335868316,0.124521373729573,-0.697111527883784,0.118437822045737,0.126245887425592
0.14,-1.22586236825193,0.11929605333543,0.130306871664358,-0.678239476473189,0.118554418047414,0.120759086120156
0.15,-1.24651126116111,0.11939396540059,0.129407668881127,-0.659172518731447,0.11859753888151,0.118307099094949
0.16,-1.26645264424476,0.119443202225351,0.124351756842609,-0.639577204742474,0.118653501730944,0.120554494293432
0.17,-1.28691121867841,0.119524591621091,0.125236621449087,-0.619934597740747,0.118699743721844,0.125255678981537
0.18,-1.30661699913693,0.119559432031396,0.129050798925994,-0.600461711516445,0.118783437118535,0.123881555000669
0.19,-1.32719652704696,0.11966345498025,0.127244685155909,-0.581111958289516,0.118836606806669,0.12301035647309
0.2,-1.34773695758197,0.119771897443025,0.127952184285212,-0.562722112056871,0.119020085240282,0.117944636079887
0.21,-1.36800876858641,0.119849586114049,0.127671131400776,-0.54285584932463,0.119091770562647,0.118557503192894
0.22,-1.38842385728592,0.119907409067983,0.132121212946975,-0.52327752257447,0.119154526480351,0.119654679707256
0.23,-1.40900075604688,0.119937698327949,0.130475221368743,-0.503852209590153,0.119288579200653,0.115703214649814
0.24,-1.42961146680826,0.120108789305316,0.130372544518429,-0.484814220296998,0.119370768281183,0.123436234010691
0.25,-1.45017305856771,0.12016421490766,0.134260126310211,-0.465617631113592,0.119577435349753,0.119043089372541
0.26,-1.47074782639009,0.120205409618317,0.132542289142944,-0.44603498291972,0.119681822996255,0.122414226283583
0.27,-1.49141961962218,0.120261962205482,0.134475329319245,-0.426875587574624,0.119754453004273,0.121957314818269
0.28,-1.51248174425188,0.120302615966921,0.132243676900601,-0.4075850048304,0.1199243043296,0.120994767324256
0.29,-1.53434285878744,0.120447728048772,0.133404954152537,-0.388592966876345,0.120089847594622,0.118764494307189
0.3,-1.55482975895592,0.120513318448009,0.129385149159841,-0.368712849239559,0.120266351106102,0.119798353668448
0.31,-1.5759120277079,0.120519419706234,0.130157600475191,-0.349818532979702,0.120443639555876,0.12405630380043
0.32,-1.5969971477784,0.120532041934075,0.135164335721952,-0.330249052936525,0.120607112050646,0.120210794317242
0.33,-1.6191326267068,0.12071006266615,0.138294848362391,-0.311132519313893,0.120802052791808,0.117375533919802
0.34,-1.64079702726938,0.120728949072702,0.128233395256536,-0.291765041619656,0.120944163802014,0.120997332672212
0.35,-1.6619827807212,0.120831888861464,0.137732321042937,-0.271662295338745,0.121182231047178,0.123949220180563
0.36,-1.68256329514158,0.120787402828525,0.137762751933359,-0.252596622537195,0.121424944147686,0.119923787941599
0.37,-1.70341228381364,0.120786147340548,0.13638808736637,-0.232962154150567,0.121696457381153,0.122208016555075
0.38,-1.72569744595457,0.121038176131841,0.136309330407796,-0.214690007970372,0.12186469192261,0.120666469596865
0.39,-1.7482597820335,0.121092351457091,0.13610478875763,-0.195136515834727,0.121947522470156,0.123198997301074
0.4,-1.770395764006,0.121045766981445,0.136110432979369,-0.175787913161762,0.122109767264084,0.121284206909609
0.41,-1.79126056482652,0.121095579162345,0.147207885836107,-0.155863487297397,0.122369821966713,0.118352283617589
0.42,-1.812245731077,0.121154253959035,0.134266822565546,-0.137655153197815,0.122620798787245,0.121914759171791
0.43,-1.8336741940474,0.121323213480093,0.142102270889143,-0.119097366861948,0.122860688153056,0.120280411426169
